id,date,n_new_drones,n_drones,n_worker_deaths,workers_replaced,drones_removed,activity,mc_mass,p_mass_rm,n_mass_rm,p_mass_fd,n_mass_fd,temp,humidity,treatment
4.4,2018-05-14,1,2,1,0/1,0,NA,434.73,NA,5.84,0.81,14.34,26.8,61,NA
3.6,2018-03-15,NA,NA,1,NA,NA,"A,F",435.78,NA,NA,NA,14.44,28.2,59,NA
3.6,2018-03-18,NA,NA,NA,NA,NA,NA,436.27,NA,8.06,1.21,14.79,NA,NA,NA
3.6,2018-03-22,1,1,0,NA,NA,"A,C",436.56,NA,7.31,1.11,14.25,27,68,NA
3.6,2018-03-26,0,0,NA,NA,NA,A,437.45,0.9,6.35,1.16,14.86,26.7,65,NA
3.6,2018-03-29,0,0,1,yes,NA,A,437.4,NA,9.1,3.13,27.48,27.1,64,NA
3.6,2018-04-01,5,5,0,NA,0,NA,441.66,NA,17.58,3.04,27.07,26.6,61,NA
3.6,2018-04-05,5,5,0,NA,5,A,443.32,NA,15.21,3.15,25.6,25.7,60,NA
3.6,2018-04-09,7,7,0,NA,0,"A,C",445.78,8.05,15.21,1.11,17.92,27.2,60,NA
3.6,2018-04-13,0,2,0,NA,NA,"A,C",438.55,NA,10.78,1.05,13.47,27.1,62,NA
3.6,2018-04-16,4,4,0,NA,3,"C,F",438.11,NA,6.87,1.13,15.91,30.7,46,NA
3.6,2018-04-20,0,1,0,NA,1,"A,C",437.71,NA,8.35,1.11,14.19,26.7,54,NA
3.6,2018-04-24,0,0,1,1/1,NA,A,437.95,2.3,7.57,3.09,25.39,26,61,NA
3.6,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,17.31,3.05,23.72,NA,NA,NA
3.6,2018-05-02,1,1,1,NA,0,"A,C",442.65,NA,18.45,3.09,26.37,27,65,NA
3.6,2018-05-07,5,6,2,2/2,4,"A,C",444.91,7.36,18.62,1.03,15.53,27,51,NA
3.6,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,7.87,1.08,13.79,NA,NA,NA
3.6,2018-05-14,0,2,2,0/2,0,A,438.17,NA,7.58,1.04,13.64,26.8,60,NA
4.2,2018-03-15,NA,NA,0,NA,NA,"A,F",442.67,NA,NA,NA,11.11,28.2,60,NA
4.2,2018-03-18,NA,NA,NA,NA,NA,NA,442.44,NA,6.6,0.83,12.71,NA,NA,NA
4.2,2018-03-22,NA,NA,0,NA,NA,C,442.79,NA,6.29,0.82,11.79,27,68,NA
4.2,2018-03-26,NA,NA,1,yes,NA,"C,L",443.81,1.65,6.3,0.8,13.32,26.7,65,NA
4.2,2018-03-29,3,3,NA,yes,2,C,443.02,NA,7.98,1.73,19.6,27.1,64,NA
4.2,2018-04-01,1,2,0,NA,0,A,445.31,NA,11.58,1.8,20.46,26.7,61,NA
4.2,2018-04-05,4,6,0,NA,4,A,446.89,NA,8.65,1.78,20.17,25.7,60,NA
4.2,2018-04-09,4,4,1,yes,2,A,447.54,3.13,10.01,0.76,10.99,27.3,60,NA
4.2,2018-04-13,0,1,1,yes,NA,"C,L",443.68,NA,7.39,0.82,12.01,27.1,62,NA
4.2,2018-04-16,0,1,1,NA,1,NA,443.07,NA,7.12,0.76,13.36,30.7,49,NA
4.2,2018-04-20,0,0,0,NA,NA,"A,C",442.42,NA,6.85,0.75,12.48,26.7,54,NA
4.2,2018-04-24,6,6,1,NA,6,"A,L",442.5,0.97,6.39,1.76,20.64,26,61,NA
4.2,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,8.58,1.8,21.43,NA,NA,NA
4.2,2018-05-02,0,0,1,0/1,NA,C,446.51,NA,13.74,1.72,20.37,27,65,NA
4.2,2018-05-07,2,2,1,NA,2,"A,C",446.58,2.48,12.33,0.79,12.55,27,52,NA
4.2,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,6.72,0.75,11.29,NA,NA,NA
4.2,2018-05-14,3,3,1,0/1,0,A,443.25,NA,6.51,0.82,12.37,26.8,60,NA
2.7,2018-03-15,NA,NA,0,NA,NA,"A,F",429.84,NA,NA,NA,23.78,28.2,60,NA
2.7,2018-03-18,NA,NA,NA,NA,NA,NA,430.51,NA,17.25,2.1,24.48,NA,NA,NA
2.7,2018-03-22,NA,NA,0,NA,NA,A,432.1,NA,15.44,2.16,17.44,27.1,69,NA
2.7,2018-03-26,NA,NA,0,NA,NA,A,434.72,3.05,9.06,2.15,17.48,26.7,65,NA
2.7,2018-03-29,3,3,0,NA,0,C,433.72,NA,10.91,2.09,17.96,27.1,64,NA
2.7,2018-04-01,3,6,0,NA,4,NA,434.33,NA,11.15,2.12,20.04,26.7,61,NA
2.7,2018-04-05,1,3,0,NA,0,NA,435.8,NA,7.9,2.09,17.79,25.7,60,NA
2.7,2018-04-09,1,4,0,NA,4,C,437.31,4.69,7.57,2.1,17.84,27.3,60,NA
2.7,2018-04-13,5,4,0,NA,2,"A,C",435.19,NA,10.18,2.05,18.62,27.2,62,NA
2.7,2018-04-16,3,5,0,NA,5,NA,433.79,NA,11.81,2.1,18.7,30.7,50,NA
2.7,2018-04-20,4,4,1,NA,3,A,434.7,NA,11.78,2.12,20.13,26.7,54,NA
2.7,2018-04-24,1,2,0,NA,2,A,435.98,2.66,8.54,2.08,18.94,26.1,61,NA
2.7,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,8.84,2.06,18.48,NA,NA,NA
2.7,2018-05-02,2,2,0,NA,2,C,437.97,NA,12.88,2.01,19.48,27,66,NA
2.7,2018-05-07,5,5,0,NA,4,NA,438.81,1.43,9.77,2,18.54,27,52,NA
2.7,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,11.2,2.11,18.96,NA,NA,NA
2.7,2018-05-14,3,4,1,0/1,0,A,439.02,NA,13.75,2.09,19.96,26.8,60,NA
4.7,2018-03-15,NA,NA,0,NA,NA,"A,F",432.93,NA,NA,NA,13.08,28.2,60,NA
4.7,2018-03-18,NA,NA,NA,NA,NA,NA,433.03,NA,7.99,0.81,15.32,NA,NA,NA
4.7,2018-03-22,NA,NA,0,NA,NA,"A,F",433.51,NA,7.65,0.83,10.65,27.1,70,NA
4.7,2018-03-26,1,1,1,NA,NA,L,434.08,1.99,6,0.8,12.33,26.7,63,NA
4.7,2018-03-29,0,1,0,NA,yes,1,437.34,NA,7.91,1.75,19.94,27.1,64,NA
4.7,2018-04-01,0,0,0,NA,NA,A,434.64,NA,13.57,1.75,20.65,26.7,62,NA
4.7,2018-04-05,0,0,1,yes,NA,A,435.5,NA,11.98,1.75,20.15,25.7,60,NA
4.7,2018-04-09,1,1,3,yes,0,NA,436.59,3.06,11.89,0.75,11.6,27.3,60,NA
4.7,2018-04-13,4,5,1,NA,4,L,433.27,NA,7.52,0.83,11.84,27.2,63,NA
4.7,2018-04-16,1,2,3,3/5,1,"A,F",431.1,NA,6.3,0.69,11.45,30.7,52,NA
4.7,2018-04-20,1,1,3,2/3,0,L,432.52,NA,7.39,0.78,12.64,26.8,54,NA
4.7,2018-04-24,NA,NA,NA,NA,NA,A,432.6,0.9,8.01,1.76,20.82,26.1,61,NA
4.7,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,16.97,1.72,21.49,NA,NA,NA
4.7,2018-05-02,0,0,4,4/4,NA,A,435.66,NA,18.45,1.78,22.17,27,66,NA
4.7,2018-05-07,0,0,1,NA,NA,A,439.73,3.77,10.02,0.78,12.9,27,52,NA
4.7,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,7.98,0.79,11.81,NA,NA,NA
4.7,2018-05-14,0,0,3,0/3,NA,NA,434.48,NA,NA,0.8,11.84,26.8,60,NA
2.4,2018-03-15,NA,NA,0,NA,NA,"A,F",437.1,NA,NA,NA,19.08,28.2,58,NA
2.4,2018-03-18,NA,NA,NA,NA,NA,NA,437.43,NA,12.88,2.06,18.27,NA,NA,NA
2.4,2018-03-22,NA,NA,0,NA,NA,"A,F",438.69,NA,10.33,2.13,20.93,27.1,70,NA
2.4,2018-03-26,1,1,0,NA,NA,A,440.26,2.39,13.26,2.12,22.53,26.7,63,NA
2.4,2018-03-29,1,2,0,NA,2,A,439.81,NA,16.29,2.06,17.67,27.2,64,NA
2.4,2018-04-01,3,3,0,NA,0,NA,440.27,NA,17.86,2.04,19.06,26.7,62,NA
2.4,2018-04-05,5,5,1,yes,4,NA,441.56,NA,9.65,2.08,18.66,26.7,60,NA
2.4,2018-04-09,4,4,0,NA,4,"A,C",442.54,5.49,9.47,2.1,17.53,27.3,60,NA
2.4,2018-04-13,1,2,0,NA,2,A,439.08,NA,11.36,2.05,19.48,27.2,63,NA
2.4,2018-04-16,1,0,0,no egg laying,NA,A,438.04,NA,12.76,2.16,16.72,30.7,55,NA
2.4,2018-04-20,0,0,NA,NA,NA,"A,F",440.64,NA,13.23,2.09,18.86,26.8,54,NA
2.4,2018-04-24,NA,NA,2,NA,NA,A,439.3,5.84,15.47,2.03,18.39,26.2,61,NA
2.4,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,9.68,2.08,18.52,NA,NA,NA
2.4,2018-05-02,0,0,1,NA,NA,A,442.51,NA,14.09,1.99,NA,27.1,66,NA
2.4,2018-05-07,0,0,1,0/1,NA,"A,C",444.18,4.92,12.55,2.02,19.52,27,53,NA
2.4,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,15.98,2.6,19.04,NA,NA,NA
2.4,2018-05-14,0,0,1,0/1,NA,C,442.52,NA,12.92,2.06,19.99,26.8,60,NA
3.2,2018-03-15,NA,NA,1,yes,NA,"A,F",435.68,NA,NA,NA,14.75,28.2,58,NA
3.2,2018-03-18,NA,NA,NA,NA,NA,NA,435.85,NA,7.64,1.12,14.63,NA,NA,NA
3.2,2018-03-22,NA,NA,1,yes,NA,A,435.26,NA,7.41,1.04,13.86,27,68,NA
3.2,2018-03-26,2,2,1,NA,NA,"C,L",436.02,1.04,5.98,1.16,15.29,26.7,63,NA
3.2,2018-03-29,6,6,0,yes,3,A,440.19,NA,8.48,3.1,25.75,27.3,64,NA
3.2,2018-04-01,1,4,0,NA,0,"A,C",438.73,NA,15.97,3.08,26.46,25.7,62,NA
3.2,2018-04-05,0,5,0,NA,3,NA,443.68,NA,13.62,3.17,25.48,25.7,60,NA
3.2,2018-04-09,3,6,0,NA,5,A,442.98,6.3,14.47,1.04,13.48,27.3,60,NA
3.2,2018-04-13,1,2,0,NA,1,"A,C,L",436.99,NA,7.39,1.04,13.87,27.2,63,NA
3.2,2018-04-16,5,6,0,NA,5,NA,435.16,NA,6,1.02,12.61,30.7,55,NA
3.2,2018-04-20,1,2,0,NA,0,A,436.32,NA,7.26,1.11,13.75,26.8,54,NA
3.2,2018-04-24,NA,NA,NA,NA,NA,A,438.31,1.78,6.97,3.11,24.89,26.2,61,NA
3.2,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,9.33,3.08,24.46,NA,NA,NA
3.2,2018-05-02,3,5,0,NA,4,A,444.18,NA,17.31,3.06,26.16,27.1,67,NA
3.2,2018-05-07,2,3,0,NA,3,A,447.63,6.29,13.08,1.06,14.32,27,53,NA
3.2,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,7.83,1.08,14.89,NA,NA,NA
3.2,2018-05-14,3,3,0,NA,NA,A,440.83,NA,8.77,1.03,15.74,26.9,61,NA
1.3,2018-03-15,NA,NA,1,NA,NA,"A,F",441.01,NA,NA,NA,13.34,28.2,59,NA
1.3,2018-03-18,NA,NA,NA,NA,NA,NA,440.43,NA,7.69,1.1,13.98,NA,NA,NA
1.3,2018-03-22,NA,NA,0,NA,NA,"C,F",440.55,NA,7.56,1,13.98,27.1,68,NA
1.3,2018-03-26,NA,NA,0,NA,NA,"C,F",441.96,3,6.73,1.06,13.93,26.8,63,NA
1.3,2018-03-29,NA,NA,0,NA,NA,"A,L",440.08,NA,7.73,1.06,14.52,27.3,64,NA
1.3,2018-04-01,4,4,0,NA,2,"A,C",440.92,NA,6.98,1.13,14.77,26.8,62,NA
1.3,2018-04-05,2,4,1,NA,4,"A,L",440.63,NA,7.3,1.07,14.33,25.7,60,NA
1.3,2018-04-09,0,0,0,NA,NA,A,440.79,2.76,7.14,1.04,14.18,27.4,60,NA
1.3,2018-04-13,1,1,1,NA,NA,L,439.68,NA,7.99,1.12,13.15,27.3,63,NA
1.3,2018-04-16,1,2,0,1/1,2,"A,F",438.71,NA,6.03,1.12,13.22,30.7,57,NA
1.3,2018-04-20,2,2,0,NA,1,C,439.86,NA,8.22,1.05,14.14,26.8,54,NA
1.3,2018-04-24,1,1,0,NA,NA,A,440.16,1.57,7.26,1.14,13.33,26.2,61,NA
1.3,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,7.69,1,12.24,NA,NA,NA
1.3,2018-05-02,0,0,1,0/1,NA,"A,C",441.45,NA,7.5,1.04,14.32,27.1,67,NA
1.3,2018-05-07,4,4,2,2/2,3,NA,441.72,1.48,6.98,1.01,13.55,27,54,NA
1.3,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,7.16,1.06,14.78,NA,NA,NA
1.3,2018-05-14,2,3,0,NA,NA,C,442.42,NA,7.34,1.01,14.29,26.9,61,NA
1.5,2018-03-15,NA,NA,NA,NA,NA,"A,F",441.04,NA,NA,NA,13.89,28.2,58,NA
1.5,2018-03-18,NA,NA,NA,NA,NA,NA,440.24,NA,7.45,1.09,13.82,NA,NA,NA
1.5,2018-03-22,NA,NA,0,NA,NA,A,440.8,NA,7.63,1.15,13.05,27.1,68,NA
1.5,2018-03-26,NA,NA,0,NA,NA,NA,440.88,0.9,6.73,1.12,14.78,26.8,62,NA
1.5,2018-03-29,4,4,0,NA,3,A,441.26,NA,8.34,1.03,15.67,27.3,64,NA
1.5,2018-04-01,5,6,0,NA,2,A,441.36,NA,8.69,1.12,15.52,26.8,62,NA
1.5,2018-04-05,4,6,0,NA,5,NA,441.17,NA,8.31,1.17,13.52,25.7,60,NA
1.5,2018-04-09,3,4,0,NA,3,"A,C",441.34,1.52,6.67,1.11,14,27.4,60,NA
1.5,2018-04-13,0,1,0,NA,1,"A,C",442.07,NA,7.75,1.08,13.81,27.3,63,NA
1.5,2018-04-16,0,0,0,NA,NA,"C,L",439.39,NA,6.89,1.02,12.9,30.7,56,NA
1.5,2018-04-20,1,1,0,NA,0,"C,L",441.96,NA,8.64,1.14,14.99,26.8,54,NA
1.5,2018-04-24,4,4,0,NA,NA,C,442.52,2.25,8.91,1.02,14.7,26.1,61,NA
1.5,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,8.21,1.09,12.27,NA,NA,NA
1.5,2018-05-02,0,3,0,NA,NA,A,441.79,NA,8.12,1.06,14.31,27.1,68,NA
1.5,2018-05-07,0,3,2,NA,3,"C,L",441.36,1.77,7.8,1.01,12.65,27.1,54,NA
1.5,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,8.94,1.11,14.59,NA,NA,NA
1.5,2018-05-14,2,2,0,NA,0,"A,C",442.81,NA,7.64,1.04,14.82,26.9,61,NA
3.1,2018-03-15,NA,NA,2,yes,NA,"A,F",431.67,NA,NA,NA,13.56,28.2,58,NA
3.1,2018-03-18,NA,NA,NA,NA,NA,NA,432.03,NA,7.27,1.13,14.45,NA,NA,NA
3.1,2018-03-22,NA,NA,0,NA,NA,C,432.06,NA,6.47,1.15,14.72,27.2,68,NA
3.1,2018-03-26,1,1,2,1/2,yes,1,432.28,1.53,7.55,1.16,14.28,26.8,62,NA
3.1,2018-03-29,1,1,1,2/2,NA,C,432.04,NA,7.99,3.14,27.35,27.3,64,NA
3.1,2018-04-01,2,3,0,NA,2,C,434.32,NA,18.89,3.08,26.38,26.8,62,NA
3.1,2018-04-05,2,3,0,NA,NA,NA,439.75,NA,13.98,3.03,23.91,25.8,60,NA
3.1,2018-04-09,0,5,0,NA,4,A,437.99,3.4,12.22,1.08,13.49,27.4,60,NA
3.1,2018-04-13,1,2,0,NA,2,C,435.2,NA,7.65,1.07,14.32,27.2,63,NA
3.1,2018-04-16,2,2,0,NA,0,"A,C",433.26,NA,6.68,1.07,13.39,30.7,57,NA
3.1,2018-04-20,6,8,0,NA,5,A,434.61,NA,7.81,1.09,14.37,26.8,54,NA
3.1,2018-04-24,0,3,0,NA,NA,"A,C",433.57,2.21,6.22,3.01,25.67,26.2,61,NA
3.1,2018-04-28,NA,NA,NA,NA,NA,NA,NA,NA,10.34,3.01,24.99,NA,NA,NA
3.1,2018-05-02,0,0,0,NA,NA,C,440.79,NA,16.36,3.06,26.9,27.1,68,NA
3.1,2018-05-07,3,3,2,2/2,3,NA,442.42,4.21,13.94,1.01,14.68,27.1,55,NA
3.1,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,6.83,1.05,14.7,NA,NA,NA
3.1,2018-05-14,2,2,0,NA,NA,A,437.87,NA,7.37,1.03,14.78,27,61,NA
